offspring father confidence.x mother confidence.y father_combo mother_combo offspring_combo mother.pop father.pop mother.ind father.ind cross.dir cross
BW-Combo4-416 BW-Combo4-PP-M-3 95% BW-Combo4-PP-F-3 95% BW-Combo4 BW-Combo4 BW-Combo4 PP PP PP-F-3 PP-M-3 PPxPP PP-F-3xPP-M-3
BW-Combo4-417 BW-Combo4-PP-M-3 95% BW-Combo4-PL-F-4 95% BW-Combo4 BW-Combo4 BW-Combo4 PL PP PL-F-4 PP-M-3 PLxPP PL-F-4xPP-M-3
BW-Combo4-418 BW-Combo4-PP-M-3 95% BW-Combo4-PP-F-3 95% BW-Combo4 BW-Combo4 BW-Combo4 PP PP PP-F-3 PP-M-3 PPxPP PP-F-3xPP-M-3
BW-Combo4-419 BW-Combo4-PP-M-3 95% BW-Combo4-PP-F-3 95% BW-Combo4 BW-Combo4 BW-Combo4 PP PP PP-F-3 PP-M-3 PPxPP PP-F-3xPP-M-3
BW-Combo4-420 BW-Combo4-PP-M-3 95% BW-Combo4-PL-F-4 95% BW-Combo4 BW-Combo4 BW-Combo4 PL PP PL-F-4 PP-M-3 PLxPP PL-F-4xPP-M-3
BW-Combo4-421 BW-Combo4-PP-M-3 95% BW-Combo4-PP-F-3 95% BW-Combo4 BW-Combo4 BW-Combo4 PP PP PP-F-3 PP-M-3 PPxPP PP-F-3xPP-M-3
BW-Combo4-422 BW-Combo4-PL-M-2 95% BW-Combo4-PP-F-1 95% BW-Combo4 BW-Combo4 BW-Combo4 PP PL PP-F-1 PL-M-2 PPxPL PP-F-1xPL-M-2
BW-Combo4-423 BW-Combo4-PL-M-2 95% BW-Combo4-PP-F-1 95% BW-Combo4 BW-Combo4 BW-Combo4 PP PL PP-F-1 PL-M-2 PPxPL PP-F-1xPL-M-2
BW-Combo4-444 BW-Combo4-PP-M-3 95% BW-Combo4-PP-F-5 95% BW-Combo4 BW-Combo4 BW-Combo4 PP PP PP-F-5 PP-M-3 PPxPP PP-F-5xPP-M-3
BW-Combo4-445 BW-Combo4-PP-M-3 95% BW-Combo4-PL-F-4 95% BW-Combo4 BW-Combo4 BW-Combo4 PL PP PL-F-4 PP-M-3 PLxPP PL-F-4xPP-M-3
BW-Combo4-446 BW-Combo4-PP-M-3 95% BW-Combo4-PP-F-3 95% BW-Combo4 BW-Combo4 BW-Combo4 PP PP PP-F-3 PP-M-3 PPxPP PP-F-3xPP-M-3
BW-Combo4-447 BW-Combo4-PP-M-3 95% BW-Combo4-PP-F-3 95% BW-Combo4 BW-Combo4 BW-Combo4 PP PP PP-F-3 PP-M-3 PPxPP PP-F-3xPP-M-3
BW-Combo4-448 BW-Combo4-PP-M-3 95% BW-Combo4-PP-F-3 95% BW-Combo4 BW-Combo4 BW-Combo4 PP PP PP-F-3 PP-M-3 PPxPP PP-F-3xPP-M-3
BW-Combo4-449 BW-Combo4-PL-M-2 95% BW-Combo4-PL-F-3 95% BW-Combo4 BW-Combo4 BW-Combo4 PL PL PL-F-3 PL-M-2 PLxPL PL-F-3xPL-M-2
BW-Combo4-450 BW-Combo4-PP-M-3 95% BW-Combo4-PP-F-3 95% BW-Combo4 BW-Combo4 BW-Combo4 PP PP PP-F-3 PP-M-3 PPxPP PP-F-3xPP-M-3
BW-Combo4-452 BW-Combo4-PP-M-3 95% BW-Combo4-PP-F-3 95% BW-Combo4 BW-Combo4 BW-Combo4 PP PP PP-F-3 PP-M-3 PPxPP PP-F-3xPP-M-3
BW-Combo4-454 BW-Combo4-PL-M-2 95% BW-Combo4-PP-F-3 95% BW-Combo4 BW-Combo4 BW-Combo4 PP PL PP-F-3 PL-M-2 PPxPL PP-F-3xPL-M-2
BW-Combo4-455 BW-Combo4-PP-M-3 95% BW-Combo4-PP-F-3 95% BW-Combo4 BW-Combo4 BW-Combo4 PP PP PP-F-3 PP-M-3 PPxPP PP-F-3xPP-M-3
BW-Combo4-456 BW-Combo4-PP-M-3 95% BW-Combo4-PL-F-4 95% BW-Combo4 BW-Combo4 BW-Combo4 PL PP PL-F-4 PP-M-3 PLxPP PL-F-4xPP-M-3
BW-Combo4-457 BW-Combo4-PP-M-3 95% BW-Combo4-PL-F-2 95% BW-Combo4 BW-Combo4 BW-Combo4 PL PP PL-F-2 PP-M-3 PLxPP PL-F-2xPP-M-3
BW-Combo4-458 BW-Combo4-PP-M-3 95% BW-Combo4-PP-F-3 95% BW-Combo4 BW-Combo4 BW-Combo4 PP PP PP-F-3 PP-M-3 PPxPP PP-F-3xPP-M-3
BW-Combo4-459 BW-Combo4-PL-M-2 95% BW-Combo4-PP-F-3 95% BW-Combo4 BW-Combo4 BW-Combo4 PP PL PP-F-3 PL-M-2 PPxPL PP-F-3xPL-M-2
BW-Combo4-460 BW-Combo4-PP-M-3 95% BW-Combo4-PL-F-2 95% BW-Combo4 BW-Combo4 BW-Combo4 PL PP PL-F-2 PP-M-3 PLxPP PL-F-2xPP-M-3
BW-Combo4-464 BW-Combo4-PP-M-3 95% BW-Combo4-PL-F-1 95% BW-Combo4 BW-Combo4 BW-Combo4 PL PP PL-F-1 PP-M-3 PLxPP PL-F-1xPP-M-3
BW-Combo4-465 BW-Combo4-PL-M-2 95% BW-Combo4-PL-F-1 95% BW-Combo4 BW-Combo4 BW-Combo4 PL PL PL-F-1 PL-M-2 PLxPL PL-F-1xPL-M-2
BW-Combo4-466 BW-Combo4-PL-M-2 95% BW-Combo4-PL-F-1 95% BW-Combo4 BW-Combo4 BW-Combo4 PL PL PL-F-1 PL-M-2 PLxPL PL-F-1xPL-M-2
BW-Combo4-467 BW-Combo4-PP-M-3 95% BW-Combo4-PL-F-1 95% BW-Combo4 BW-Combo4 BW-Combo4 PL PP PL-F-1 PP-M-3 PLxPP PL-F-1xPP-M-3
BW-Combo5-028 BW-Combo5-PL-M-3 95% BW-Combo5-PP-F-2 95% BW-Combo5 BW-Combo5 BW-Combo5 PP PL PP-F-2 PL-M-3 PPxPL PP-F-2xPL-M-3
BW-Combo5-029 BW-Combo5-PP-M-2 95% BW-Combo5-PP-F-1 95% BW-Combo5 BW-Combo5 BW-Combo5 PP PP PP-F-1 PP-M-2 PPxPP PP-F-1xPP-M-2
BW-Combo5-030 BW-Combo5-PP-M-2 95% BW-Combo5-PP-F-4 95% BW-Combo5 BW-Combo5 BW-Combo5 PP PP PP-F-4 PP-M-2 PPxPP PP-F-4xPP-M-2
BW-Combo5-031 BW-Combo5-PL-M-3 95% BW-Combo5-PP-F-2 95% BW-Combo5 BW-Combo5 BW-Combo5 PP PL PP-F-2 PL-M-3 PPxPL PP-F-2xPL-M-3
BW-Combo5-032 BW-Combo5-PL-M-4 95% BW-Combo5-PP-F-1 95% BW-Combo5 BW-Combo5 BW-Combo5 PP PL PP-F-1 PL-M-4 PPxPL PP-F-1xPL-M-4
BW-Combo5-033 BW-Combo5-PL-M-3 95% BW-Combo5-PP-F-2 95% BW-Combo5 BW-Combo5 BW-Combo5 PP PL PP-F-2 PL-M-3 PPxPL PP-F-2xPL-M-3
BW-Combo5-046 BW-Combo5-PP-M-2 95% BW-Combo5-PL-F-2 95% BW-Combo5 BW-Combo5 BW-Combo5 PL PP PL-F-2 PP-M-2 PLxPP PL-F-2xPP-M-2
BW-Combo5-048 BW-Combo5-PP-M-2 95% BW-Combo5-PL-F-2 95% BW-Combo5 BW-Combo5 BW-Combo5 PL PP PL-F-2 PP-M-2 PLxPP PL-F-2xPP-M-2
BW-Combo5-050 BW-Combo5-PP-M-2 95% BW-Combo5-PL-F-2 95% BW-Combo5 BW-Combo5 BW-Combo5 PL PP PL-F-2 PP-M-2 PLxPP PL-F-2xPP-M-2
BW-Combo5-051 BW-Combo5-PP-M-2 95% BW-Combo5-PL-F-2 95% BW-Combo5 BW-Combo5 BW-Combo5 PL PP PL-F-2 PP-M-2 PLxPP PL-F-2xPP-M-2
BW-Combo5-052 BW-Combo5-PP-M-2 95% BW-Combo5-PL-F-2 95% BW-Combo5 BW-Combo5 BW-Combo5 PL PP PL-F-2 PP-M-2 PLxPP PL-F-2xPP-M-2
BW-Combo5-054 BW-Combo5-PP-M-2 95% BW-Combo5-PL-F-2 95% BW-Combo5 BW-Combo5 BW-Combo5 PL PP PL-F-2 PP-M-2 PLxPP PL-F-2xPP-M-2
BW-Combo5-057 BW-Combo5-PP-M-2 95% BW-Combo5-PL-F-2 95% BW-Combo5 BW-Combo5 BW-Combo5 PL PP PL-F-2 PP-M-2 PLxPP PL-F-2xPP-M-2
BW-Combo5-058 BW-Combo5-PP-M-2 95% BW-Combo5-PP-F-2 95% BW-Combo5 BW-Combo5 BW-Combo5 PP PP PP-F-2 PP-M-2 PPxPP PP-F-2xPP-M-2
BW-Combo5-060 BW-Combo5-PP-M-2 95% BW-Combo5-PL-F-2 95% BW-Combo5 BW-Combo5 BW-Combo5 PL PP PL-F-2 PP-M-2 PLxPP PL-F-2xPP-M-2
BW-Combo5-061 BW-Combo5-PP-M-2 95% BW-Combo5-PL-F-1 95% BW-Combo5 BW-Combo5 BW-Combo5 PL PP PL-F-1 PP-M-2 PLxPP PL-F-1xPP-M-2
BW-Combo5-063 BW-Combo5-PL-M-3 95% BW-Combo5-PL-F-3 95% BW-Combo5 BW-Combo5 BW-Combo5 PL PL PL-F-3 PL-M-3 PLxPL PL-F-3xPL-M-3
BW-Combo5-064 BW-Combo5-PL-M-2 95% BW-Combo5-PL-F-3 95% BW-Combo5 BW-Combo5 BW-Combo5 PL PL PL-F-3 PL-M-2 PLxPL PL-F-3xPL-M-2
BW-Combo5-065 BW-Combo5-PL-M-3 95% BW-Combo5-PL-F-3 95% BW-Combo5 BW-Combo5 BW-Combo5 PL PL PL-F-3 PL-M-3 PLxPL PL-F-3xPL-M-3
BW-Combo5-066 BW-Combo5-PL-M-2 95% BW-Combo5-PL-F-4 95% BW-Combo5 BW-Combo5 BW-Combo5 PL PL PL-F-4 PL-M-2 PLxPL PL-F-4xPL-M-2
BW-Combo5-067 BW-Combo5-PL-M-3 95% BW-Combo5-PL-F-3 95% BW-Combo5 BW-Combo5 BW-Combo5 PL PL PL-F-3 PL-M-3 PLxPL PL-F-3xPL-M-3
BW-Combo5-068 BW-Combo5-PL-M-2 95% BW-Combo5-PL-F-3 95% BW-Combo5 BW-Combo5 BW-Combo5 PL PL PL-F-3 PL-M-2 PLxPL PL-F-3xPL-M-2
BW-Combo5-069 BW-Combo5-PL-M-2 95% BW-Combo5-PL-F-3 95% BW-Combo5 BW-Combo5 BW-Combo5 PL PL PL-F-3 PL-M-2 PLxPL PL-F-3xPL-M-2
BW-Combo5-070 BW-Combo5-PL-M-2 95% BW-Combo5-PL-F-3 95% BW-Combo5 BW-Combo5 BW-Combo5 PL PL PL-F-3 PL-M-2 PLxPL PL-F-3xPL-M-2
BW-Combo5-071 BW-Combo5-PL-M-3 95% BW-Combo5-PL-F-3 95% BW-Combo5 BW-Combo5 BW-Combo5 PL PL PL-F-3 PL-M-3 PLxPL PL-F-3xPL-M-3
BW-Combo5-072 BW-Combo5-PL-M-3 95% BW-Combo5-PL-F-3 95% BW-Combo5 BW-Combo5 BW-Combo5 PL PL PL-F-3 PL-M-3 PLxPL PL-F-3xPL-M-3
BW-Combo5-073 BW-Combo5-PL-M-3 95% BW-Combo5-PP-F-2 95% BW-Combo5 BW-Combo5 BW-Combo5 PP PL PP-F-2 PL-M-3 PPxPL PP-F-2xPL-M-3
BW-Combo5-074 BW-Combo5-PL-M-2 95% BW-Combo5-PL-F-3 95% BW-Combo5 BW-Combo5 BW-Combo5 PL PL PL-F-3 PL-M-2 PLxPL PL-F-3xPL-M-2
BW-Combo5-075 BW-Combo5-PL-M-3 95% BW-Combo5-PP-F-2 95% BW-Combo5 BW-Combo5 BW-Combo5 PP PL PP-F-2 PL-M-3 PPxPL PP-F-2xPL-M-3
BW-Combo5-076 BW-Combo5-PL-M-3 95% BW-Combo5-PL-F-3 95% BW-Combo5 BW-Combo5 BW-Combo5 PL PL PL-F-3 PL-M-3 PLxPL PL-F-3xPL-M-3
BW-Combo5-078 BW-Combo5-PL-M-2 95% BW-Combo5-PL-F-3 95% BW-Combo5 BW-Combo5 BW-Combo5 PL PL PL-F-3 PL-M-2 PLxPL PL-F-3xPL-M-2
BW-Combo5-079 BW-Combo5-PL-M-2 95% BW-Combo5-PL-F-3 95% BW-Combo5 BW-Combo5 BW-Combo5 PL PL PL-F-3 PL-M-2 PLxPL PL-F-3xPL-M-2
BW-Combo5-080 BW-Combo5-PL-M-3 95% BW-Combo5-PL-F-3 95% BW-Combo5 BW-Combo5 BW-Combo5 PL PL PL-F-3 PL-M-3 PLxPL PL-F-3xPL-M-3
BW-Combo5-081 BW-Combo5-PL-M-3 95% BW-Combo5-PL-F-3 95% BW-Combo5 BW-Combo5 BW-Combo5 PL PL PL-F-3 PL-M-3 PLxPL PL-F-3xPL-M-3
BW-Combo5-082 BW-Combo5-PL-M-3 95% BW-Combo5-PL-F-3 95% BW-Combo5 BW-Combo5 BW-Combo5 PL PL PL-F-3 PL-M-3 PLxPL PL-F-3xPL-M-3
BW-Combo5-083 BW-Combo5-PL-M-3 95% BW-Combo5-PL-F-3 95% BW-Combo5 BW-Combo5 BW-Combo5 PL PL PL-F-3 PL-M-3 PLxPL PL-F-3xPL-M-3
BW-Combo5-084 BW-Combo5-PL-M-2 95% BW-Combo5-PL-F-3 95% BW-Combo5 BW-Combo5 BW-Combo5 PL PL PL-F-3 PL-M-2 PLxPL PL-F-3xPL-M-2
FW-Combo1-001 FW-Combo1-PP-M-4 95% FW-Combo1-PL-F-5 95% FW-Combo1 FW-Combo1 FW-Combo1 PL PP PL-F-5 PP-M-4 PLxPP PL-F-5xPP-M-4
FW-Combo1-002 FW-Combo1-PL-M-2 95% FW-Combo1-PL-F-5 95% FW-Combo1 FW-Combo1 FW-Combo1 PL PL PL-F-5 PL-M-2 PLxPL PL-F-5xPL-M-2
FW-Combo1-004 FW-Combo1-PL-M-6 95% FW-Combo1-PP-F-3 95% FW-Combo1 FW-Combo1 FW-Combo1 PP PL PP-F-3 PL-M-6 PPxPL PP-F-3xPL-M-6
FW-Combo1-005 FW-Combo1-PP-M-3 95% FW-Combo1-PL-F-3 95% FW-Combo1 FW-Combo1 FW-Combo1 PL PP PL-F-3 PP-M-3 PLxPP PL-F-3xPP-M-3
FW-Combo1-007 FW-Combo1-PP-M-3 95% FW-Combo1-PL-F-3 95% FW-Combo1 FW-Combo1 FW-Combo1 PL PP PL-F-3 PP-M-3 PLxPP PL-F-3xPP-M-3
FW-Combo1-009 FW-Combo1-PL-M-2 95% FW-Combo1-PL-F-5 95% FW-Combo1 FW-Combo1 FW-Combo1 PL PL PL-F-5 PL-M-2 PLxPL PL-F-5xPL-M-2
FW-Combo1-010 FW-Combo1-PL-M-2 95% FW-Combo1-PL-F-5 95% FW-Combo1 FW-Combo1 FW-Combo1 PL PL PL-F-5 PL-M-2 PLxPL PL-F-5xPL-M-2
FW-Combo1-011 FW-Combo1-PP-M-3 95% FW-Combo1-PL-F-3 95% FW-Combo1 FW-Combo1 FW-Combo1 PL PP PL-F-3 PP-M-3 PLxPP PL-F-3xPP-M-3
FW-Combo1-012 FW-Combo1-PL-M-1 95% FW-Combo1-PL-F-2 95% FW-Combo1 FW-Combo1 FW-Combo1 PL PL PL-F-2 PL-M-1 PLxPL PL-F-2xPL-M-1
FW-Combo1-013 FW-Combo1-PP-M-3 95% FW-Combo1-PL-F-3 95% FW-Combo1 FW-Combo1 FW-Combo1 PL PP PL-F-3 PP-M-3 PLxPP PL-F-3xPP-M-3
FW-Combo1-015 FW-Combo1-PL-M-2 95% FW-Combo1-PL-F-5 95% FW-Combo1 FW-Combo1 FW-Combo1 PL PL PL-F-5 PL-M-2 PLxPL PL-F-5xPL-M-2
FW-Combo1-017 FW-Combo1-PP-M-4 95% FW-Combo1-PL-F-5 95% FW-Combo1 FW-Combo1 FW-Combo1 PL PP PL-F-5 PP-M-4 PLxPP PL-F-5xPP-M-4
FW-Combo1-018 FW-Combo1-PL-M-6 95% FW-Combo1-PP-F-3 95% FW-Combo1 FW-Combo1 FW-Combo1 PP PL PP-F-3 PL-M-6 PPxPL PP-F-3xPL-M-6
FW-Combo1-020 FW-Combo1-PP-M-4 95% FW-Combo1-PP-F-2 95% FW-Combo1 FW-Combo1 FW-Combo1 PP PP PP-F-2 PP-M-4 PPxPP PP-F-2xPP-M-4
FW-Combo1-021 FW-Combo1-PL-M-2 95% FW-Combo1-PL-F-5 95% FW-Combo1 FW-Combo1 FW-Combo1 PL PL PL-F-5 PL-M-2 PLxPL PL-F-5xPL-M-2
FW-Combo1-022 FW-Combo1-PL-M-2 95% FW-Combo1-PL-F-5 95% FW-Combo1 FW-Combo1 FW-Combo1 PL PL PL-F-5 PL-M-2 PLxPL PL-F-5xPL-M-2
FW-Combo1-023 FW-Combo1-PP-M-4 95% FW-Combo1-PP-F-2 95% FW-Combo1 FW-Combo1 FW-Combo1 PP PP PP-F-2 PP-M-4 PPxPP PP-F-2xPP-M-4
FW-Combo1-024 FW-Combo1-PL-M-1 95% FW-Combo1-PL-F-2 95% FW-Combo1 FW-Combo1 FW-Combo1 PL PL PL-F-2 PL-M-1 PLxPL PL-F-2xPL-M-1
FW-Combo1-025 FW-Combo1-PL-M-2 95% FW-Combo1-PL-F-5 95% FW-Combo1 FW-Combo1 FW-Combo1 PL PL PL-F-5 PL-M-2 PLxPL PL-F-5xPL-M-2
FW-Combo1-027 FW-Combo1-PL-M-2 95% FW-Combo1-PL-F-5 95% FW-Combo1 FW-Combo1 FW-Combo1 PL PL PL-F-5 PL-M-2 PLxPL PL-F-5xPL-M-2
FW-Combo1-030 FW-Combo1-PP-M-4 95% FW-Combo1-PL-F-3 95% FW-Combo1 FW-Combo1 FW-Combo1 PL PP PL-F-3 PP-M-4 PLxPP PL-F-3xPP-M-4
FW-Combo1-033 FW-Combo1-PL-M-2 95% FW-Combo1-PL-F-5 95% FW-Combo1 FW-Combo1 FW-Combo1 PL PL PL-F-5 PL-M-2 PLxPL PL-F-5xPL-M-2
FW-Combo1-034 FW-Combo1-PL-M-2 95% FW-Combo1-PL-F-5 95% FW-Combo1 FW-Combo1 FW-Combo1 PL PL PL-F-5 PL-M-2 PLxPL PL-F-5xPL-M-2
FW-Combo1-035 FW-Combo1-PL-M-2 95% FW-Combo1-PL-F-5 95% FW-Combo1 FW-Combo1 FW-Combo1 PL PL PL-F-5 PL-M-2 PLxPL PL-F-5xPL-M-2
FW-Combo1-036 FW-Combo1-PL-M-1 95% FW-Combo1-PL-F-2 95% FW-Combo1 FW-Combo1 FW-Combo1 PL PL PL-F-2 PL-M-1 PLxPL PL-F-2xPL-M-1
FW-Combo1-038 FW-Combo1-PP-M-3 95% FW-Combo1-PL-F-3 95% FW-Combo1 FW-Combo1 FW-Combo1 PL PP PL-F-3 PP-M-3 PLxPP PL-F-3xPP-M-3
FW-Combo1-039 FW-Combo1-PP-M-4 95% FW-Combo1-PL-F-5 95% FW-Combo1 FW-Combo1 FW-Combo1 PL PP PL-F-5 PP-M-4 PLxPP PL-F-5xPP-M-4
FW-Combo1-041 FW-Combo1-PP-M-3 95% FW-Combo1-PP-F-3 95% FW-Combo1 FW-Combo1 FW-Combo1 PP PP PP-F-3 PP-M-3 PPxPP PP-F-3xPP-M-3
FW-Combo1-043 FW-Combo1-PP-M-5 95% FW-Combo1-PP-F-3 95% FW-Combo1 FW-Combo1 FW-Combo1 PP PP PP-F-3 PP-M-5 PPxPP PP-F-3xPP-M-5
FW-Combo1-044 FW-Combo1-PL-M-2 95% FW-Combo1-PL-F-5 95% FW-Combo1 FW-Combo1 FW-Combo1 PL PL PL-F-5 PL-M-2 PLxPL PL-F-5xPL-M-2
FW-Combo1-045 FW-Combo1-PP-M-4 95% FW-Combo1-PL-F-3 95% FW-Combo1 FW-Combo1 FW-Combo1 PL PP PL-F-3 PP-M-4 PLxPP PL-F-3xPP-M-4
FW-Combo1-046 FW-Combo1-PP-M-3 95% FW-Combo1-PL-F-2 95% FW-Combo1 FW-Combo1 FW-Combo1 PL PP PL-F-2 PP-M-3 PLxPP PL-F-2xPP-M-3
FW-Combo1-047 FW-Combo1-PP-M-3 95% FW-Combo1-PL-F-2 95% FW-Combo1 FW-Combo1 FW-Combo1 PL PP PL-F-2 PP-M-3 PLxPP PL-F-2xPP-M-3
FW-Combo1-048 FW-Combo1-PP-M-3 95% FW-Combo1-PL-F-2 95% FW-Combo1 FW-Combo1 FW-Combo1 PL PP PL-F-2 PP-M-3 PLxPP PL-F-2xPP-M-3
FW-Combo1-049 FW-Combo1-PP-M-4 95% FW-Combo1-PL-F-3 95% FW-Combo1 FW-Combo1 FW-Combo1 PL PP PL-F-3 PP-M-4 PLxPP PL-F-3xPP-M-4
FW-Combo1-050 FW-Combo1-PP-M-3 95% FW-Combo1-PL-F-2 95% FW-Combo1 FW-Combo1 FW-Combo1 PL PP PL-F-2 PP-M-3 PLxPP PL-F-2xPP-M-3
FW-Combo1-051 FW-Combo1-PP-M-4 95% FW-Combo1-PL-F-3 95% FW-Combo1 FW-Combo1 FW-Combo1 PL PP PL-F-3 PP-M-4 PLxPP PL-F-3xPP-M-4
FW-Combo1-052 FW-Combo1-PP-M-4 95% FW-Combo1-PL-F-3 95% FW-Combo1 FW-Combo1 FW-Combo1 PL PP PL-F-3 PP-M-4 PLxPP PL-F-3xPP-M-4
FW-Combo1-053 FW-Combo1-PP-M-4 95% FW-Combo1-PL-F-3 95% FW-Combo1 FW-Combo1 FW-Combo1 PL PP PL-F-3 PP-M-4 PLxPP PL-F-3xPP-M-4
FW-Combo1-054 FW-Combo1-PP-M-4 95% FW-Combo1-PL-F-3 95% FW-Combo1 FW-Combo1 FW-Combo1 PL PP PL-F-3 PP-M-4 PLxPP PL-F-3xPP-M-4
FW-Combo1-055 FW-Combo1-PP-M-4 95% FW-Combo1-PL-F-3 95% FW-Combo1 FW-Combo1 FW-Combo1 PL PP PL-F-3 PP-M-4 PLxPP PL-F-3xPP-M-4
FW-Combo1-057 FW-Combo1-PP-M-4 95% FW-Combo1-PL-F-3 95% FW-Combo1 FW-Combo1 FW-Combo1 PL PP PL-F-3 PP-M-4 PLxPP PL-F-3xPP-M-4
FW-Combo1-085 FW-Combo1-PP-M-3 95% FW-Combo1-PP-F-4 95% FW-Combo1 FW-Combo1 FW-Combo1 PP PP PP-F-4 PP-M-3 PPxPP PP-F-4xPP-M-3
FW-Combo1-086 FW-Combo1-PP-M-4 95% FW-Combo1-PL-F-3 95% FW-Combo1 FW-Combo1 FW-Combo1 PL PP PL-F-3 PP-M-4 PLxPP PL-F-3xPP-M-4
FW-Combo1-087 FW-Combo1-PL-M-4 95% FW-Combo1-PP-F-4 95% FW-Combo1 FW-Combo1 FW-Combo1 PP PL PP-F-4 PL-M-4 PPxPL PP-F-4xPL-M-4
FW-Combo1-089 FW-Combo1-PP-M-4 95% FW-Combo1-PL-F-3 95% FW-Combo1 FW-Combo1 FW-Combo1 PL PP PL-F-3 PP-M-4 PLxPP PL-F-3xPP-M-4
FW-Combo1-090 FW-Combo1-PP-M-3 95% FW-Combo1-PL-F-3 95% FW-Combo1 FW-Combo1 FW-Combo1 PL PP PL-F-3 PP-M-3 PLxPP PL-F-3xPP-M-3
FW-Combo1-091 FW-Combo1-PP-M-5 95% FW-Combo1-PP-F-3 95% FW-Combo1 FW-Combo1 FW-Combo1 PP PP PP-F-3 PP-M-5 PPxPP PP-F-3xPP-M-5
FW-Combo1-092 FW-Combo1-PP-M-4 95% FW-Combo1-PL-F-3 95% FW-Combo1 FW-Combo1 FW-Combo1 PL PP PL-F-3 PP-M-4 PLxPP PL-F-3xPP-M-4
FW-Combo1-093 FW-Combo1-PP-M-3 95% FW-Combo1-PP-F-3 95% FW-Combo1 FW-Combo1 FW-Combo1 PP PP PP-F-3 PP-M-3 PPxPP PP-F-3xPP-M-3
FW-Combo1-094 FW-Combo1-PP-M-4 95% FW-Combo1-PL-F-3 95% FW-Combo1 FW-Combo1 FW-Combo1 PL PP PL-F-3 PP-M-4 PLxPP PL-F-3xPP-M-4
FW-Combo1-095 FW-Combo1-PP-M-4 95% FW-Combo1-PL-F-3 95% FW-Combo1 FW-Combo1 FW-Combo1 PL PP PL-F-3 PP-M-4 PLxPP PL-F-3xPP-M-4
FW-Combo1-096 FW-Combo1-PP-M-4 95% FW-Combo1-PL-F-3 95% FW-Combo1 FW-Combo1 FW-Combo1 PL PP PL-F-3 PP-M-4 PLxPP PL-F-3xPP-M-4
FW-Combo1-097 FW-Combo1-PP-M-5 95% FW-Combo1-PP-F-3 95% FW-Combo1 FW-Combo1 FW-Combo1 PP PP PP-F-3 PP-M-5 PPxPP PP-F-3xPP-M-5
FW-Combo1-098 FW-Combo1-PP-M-1 95% FW-Combo1-PP-F-3 95% FW-Combo1 FW-Combo1 FW-Combo1 PP PP PP-F-3 PP-M-1 PPxPP PP-F-3xPP-M-1
FW-Combo1-099 FW-Combo1-PP-M-4 95% FW-Combo1-PP-F-4 95% FW-Combo1 FW-Combo1 FW-Combo1 PP PP PP-F-4 PP-M-4 PPxPP PP-F-4xPP-M-4
FW-Combo1-100 FW-Combo1-PP-M-4 95% FW-Combo1-PL-F-3 95% FW-Combo1 FW-Combo1 FW-Combo1 PL PP PL-F-3 PP-M-4 PLxPP PL-F-3xPP-M-4
FW-Combo1-101 FW-Combo1-PP-M-4 95% FW-Combo1-PL-F-3 95% FW-Combo1 FW-Combo1 FW-Combo1 PL PP PL-F-3 PP-M-4 PLxPP PL-F-3xPP-M-4
FW-Combo1-102 FW-Combo1-PL-M-6 95% FW-Combo1-PP-F-3 95% FW-Combo1 FW-Combo1 FW-Combo1 PP PL PP-F-3 PL-M-6 PPxPL PP-F-3xPL-M-6
FW-Combo1-103 FW-Combo1-PP-M-2 95% FW-Combo1-PP-F-2 95% FW-Combo1 FW-Combo1 FW-Combo1 PP PP PP-F-2 PP-M-2 PPxPP PP-F-2xPP-M-2
FW-Combo1-104 FW-Combo1-PL-M-1 95% FW-Combo1-PL-F-2 95% FW-Combo1 FW-Combo1 FW-Combo1 PL PL PL-F-2 PL-M-1 PLxPL PL-F-2xPL-M-1
FW-Combo1-105 FW-Combo1-PL-M-1 95% FW-Combo1-PL-F-2 95% FW-Combo1 FW-Combo1 FW-Combo1 PL PL PL-F-2 PL-M-1 PLxPL PL-F-2xPL-M-1
FW-Combo1-106 FW-Combo1-PP-M-4 95% FW-Combo1-PL-F-3 95% FW-Combo1 FW-Combo1 FW-Combo1 PL PP PL-F-3 PP-M-4 PLxPP PL-F-3xPP-M-4
FW-Combo1-107 FW-Combo1-PP-M-4 95% FW-Combo1-PL-F-3 95% FW-Combo1 FW-Combo1 FW-Combo1 PL PP PL-F-3 PP-M-4 PLxPP PL-F-3xPP-M-4
FW-Combo1-108 FW-Combo1-PP-M-4 95% FW-Combo1-PL-F-3 95% FW-Combo1 FW-Combo1 FW-Combo1 PL PP PL-F-3 PP-M-4 PLxPP PL-F-3xPP-M-4
FW-Combo1-126 FW-Combo1-PP-M-3 95% FW-Combo1-PL-F-2 95% FW-Combo1 FW-Combo1 FW-Combo1 PL PP PL-F-2 PP-M-3 PLxPP PL-F-2xPP-M-3
FW-Combo1-127 FW-Combo1-PP-M-4 95% FW-Combo1-PL-F-3 95% FW-Combo1 FW-Combo1 FW-Combo1 PL PP PL-F-3 PP-M-4 PLxPP PL-F-3xPP-M-4
FW-Combo1-129 FW-Combo1-PP-M-4 95% FW-Combo1-PL-F-3 95% FW-Combo1 FW-Combo1 FW-Combo1 PL PP PL-F-3 PP-M-4 PLxPP PL-F-3xPP-M-4
