offspring father confidence.x mother confidence.y father_combo mother_combo offspring_combo mother.pop father.pop mother.ind father.ind cross.dir cross
FW-Combo1-130 FW-Combo1-PP-M-4 95% FW-Combo1-PL-F-1 95% FW-Combo1 FW-Combo1 FW-Combo1 PL PP PL-F-1 PP-M-4 PLxPP PL-F-1xPP-M-4
FW-Combo1-131 FW-Combo1-PL-M-6 95% FW-Combo1-PL-F-3 95% FW-Combo1 FW-Combo1 FW-Combo1 PL PL PL-F-3 PL-M-6 PLxPL PL-F-3xPL-M-6
FW-Combo1-132 FW-Combo1-PL-M-6 95% FW-Combo1-PL-F-3 95% FW-Combo1 FW-Combo1 FW-Combo1 PL PL PL-F-3 PL-M-6 PLxPL PL-F-3xPL-M-6
FW-Combo1-133 FW-Combo1-PP-M-4 95% FW-Combo1-PL-F-3 95% FW-Combo1 FW-Combo1 FW-Combo1 PL PP PL-F-3 PP-M-4 PLxPP PL-F-3xPP-M-4
FW-Combo1-134 FW-Combo1-PL-M-4 95% FW-Combo1-PL-F-6 95% FW-Combo1 FW-Combo1 FW-Combo1 PL PL PL-F-6 PL-M-4 PLxPL PL-F-6xPL-M-4
FW-Combo1-135 FW-Combo1-PL-M-6 95% FW-Combo1-PL-F-5 95% FW-Combo1 FW-Combo1 FW-Combo1 PL PL PL-F-5 PL-M-6 PLxPL PL-F-5xPL-M-6
FW-Combo1-136 FW-Combo1-PP-M-4 95% FW-Combo1-PL-F-3 95% FW-Combo1 FW-Combo1 FW-Combo1 PL PP PL-F-3 PP-M-4 PLxPP PL-F-3xPP-M-4
FW-Combo1-137 FW-Combo1-PP-M-3 95% FW-Combo1-PL-F-2 95% FW-Combo1 FW-Combo1 FW-Combo1 PL PP PL-F-2 PP-M-3 PLxPP PL-F-2xPP-M-3
FW-Combo1-138 FW-Combo1-PP-M-4 95% FW-Combo1-PL-F-5 95% FW-Combo1 FW-Combo1 FW-Combo1 PL PP PL-F-5 PP-M-4 PLxPP PL-F-5xPP-M-4
FW-Combo1-139 FW-Combo1-PP-M-4 95% FW-Combo1-PL-F-5 95% FW-Combo1 FW-Combo1 FW-Combo1 PL PP PL-F-5 PP-M-4 PLxPP PL-F-5xPP-M-4
FW-Combo1-140 FW-Combo1-PP-M-3 95% FW-Combo1-PL-F-2 95% FW-Combo1 FW-Combo1 FW-Combo1 PL PP PL-F-2 PP-M-3 PLxPP PL-F-2xPP-M-3
FW-Combo1-141 FW-Combo1-PL-M-2 95% FW-Combo1-PL-F-5 95% FW-Combo1 FW-Combo1 FW-Combo1 PL PL PL-F-5 PL-M-2 PLxPL PL-F-5xPL-M-2
FW-Combo1-142 FW-Combo1-PL-M-2 95% FW-Combo1-PL-F-5 95% FW-Combo1 FW-Combo1 FW-Combo1 PL PL PL-F-5 PL-M-2 PLxPL PL-F-5xPL-M-2
FW-Combo1-143 FW-Combo1-PP-M-3 95% FW-Combo1-PL-F-3 95% FW-Combo1 FW-Combo1 FW-Combo1 PL PP PL-F-3 PP-M-3 PLxPP PL-F-3xPP-M-3
FW-Combo1-144 FW-Combo1-PP-M-4 95% FW-Combo1-PL-F-5 95% FW-Combo1 FW-Combo1 FW-Combo1 PL PP PL-F-5 PP-M-4 PLxPP PL-F-5xPP-M-4
FW-Combo1-145 FW-Combo1-PL-M-1 95% FW-Combo1-PL-F-2 95% FW-Combo1 FW-Combo1 FW-Combo1 PL PL PL-F-2 PL-M-1 PLxPL PL-F-2xPL-M-1
FW-Combo1-146 FW-Combo1-PP-M-4 95% FW-Combo1-PL-F-3 95% FW-Combo1 FW-Combo1 FW-Combo1 PL PP PL-F-3 PP-M-4 PLxPP PL-F-3xPP-M-4
FW-Combo1-147 FW-Combo1-PP-M-3 95% FW-Combo1-PL-F-2 95% FW-Combo1 FW-Combo1 FW-Combo1 PL PP PL-F-2 PP-M-3 PLxPP PL-F-2xPP-M-3
FW-Combo1-148 FW-Combo1-PL-M-6 95% FW-Combo1-PL-F-5 95% FW-Combo1 FW-Combo1 FW-Combo1 PL PL PL-F-5 PL-M-6 PLxPL PL-F-5xPL-M-6
FW-Combo1-149 FW-Combo1-PP-M-3 95% FW-Combo1-PL-F-2 95% FW-Combo1 FW-Combo1 FW-Combo1 PL PP PL-F-2 PP-M-3 PLxPP PL-F-2xPP-M-3
FW-Combo1-150 FW-Combo1-PP-M-3 95% FW-Combo1-PL-F-2 95% FW-Combo1 FW-Combo1 FW-Combo1 PL PP PL-F-2 PP-M-3 PLxPP PL-F-2xPP-M-3
FW-Combo1-151 FW-Combo1-PL-M-2 95% FW-Combo1-PL-F-5 95% FW-Combo1 FW-Combo1 FW-Combo1 PL PL PL-F-5 PL-M-2 PLxPL PL-F-5xPL-M-2
FW-Combo1-152 FW-Combo1-PP-M-4 95% FW-Combo1-PL-F-5 95% FW-Combo1 FW-Combo1 FW-Combo1 PL PP PL-F-5 PP-M-4 PLxPP PL-F-5xPP-M-4
FW-Combo1-153 FW-Combo1-PP-M-3 95% FW-Combo1-PL-F-2 95% FW-Combo1 FW-Combo1 FW-Combo1 PL PP PL-F-2 PP-M-3 PLxPP PL-F-2xPP-M-3
FW-Combo1-154 FW-Combo1-PL-M-6 95% FW-Combo1-PL-F-3 95% FW-Combo1 FW-Combo1 FW-Combo1 PL PL PL-F-3 PL-M-6 PLxPL PL-F-3xPL-M-6
FW-Combo1-155 FW-Combo1-PP-M-3 95% FW-Combo1-PL-F-2 95% FW-Combo1 FW-Combo1 FW-Combo1 PL PP PL-F-2 PP-M-3 PLxPP PL-F-2xPP-M-3
FW-Combo1-158 FW-Combo1-PP-M-3 95% FW-Combo1-PL-F-2 95% FW-Combo1 FW-Combo1 FW-Combo1 PL PP PL-F-2 PP-M-3 PLxPP PL-F-2xPP-M-3
FW-Combo1-159 FW-Combo1-PP-M-3 95% FW-Combo1-PL-F-2 95% FW-Combo1 FW-Combo1 FW-Combo1 PL PP PL-F-2 PP-M-3 PLxPP PL-F-2xPP-M-3
FW-Combo1-160 FW-Combo1-PL-M-2 95% FW-Combo1-PL-F-5 95% FW-Combo1 FW-Combo1 FW-Combo1 PL PL PL-F-5 PL-M-2 PLxPL PL-F-5xPL-M-2
FW-Combo1-161 FW-Combo1-PP-M-4 95% FW-Combo1-PL-F-5 95% FW-Combo1 FW-Combo1 FW-Combo1 PL PP PL-F-5 PP-M-4 PLxPP PL-F-5xPP-M-4
FW-Combo1-162 FW-Combo1-PL-M-6 95% FW-Combo1-PL-F-3 95% FW-Combo1 FW-Combo1 FW-Combo1 PL PL PL-F-3 PL-M-6 PLxPL PL-F-3xPL-M-6
FW-Combo1-163 FW-Combo1-PL-M-2 95% FW-Combo1-PL-F-5 95% FW-Combo1 FW-Combo1 FW-Combo1 PL PL PL-F-5 PL-M-2 PLxPL PL-F-5xPL-M-2
FW-Combo1-164 FW-Combo1-PL-M-2 95% FW-Combo1-PL-F-5 95% FW-Combo1 FW-Combo1 FW-Combo1 PL PL PL-F-5 PL-M-2 PLxPL PL-F-5xPL-M-2
FW-Combo1-165 FW-Combo1-PL-M-2 95% FW-Combo1-PL-F-5 95% FW-Combo1 FW-Combo1 FW-Combo1 PL PL PL-F-5 PL-M-2 PLxPL PL-F-5xPL-M-2
FW-Combo1-166 FW-Combo1-PP-M-4 95% FW-Combo1-PP-F-2 95% FW-Combo1 FW-Combo1 FW-Combo1 PP PP PP-F-2 PP-M-4 PPxPP PP-F-2xPP-M-4
FW-Combo1-167 FW-Combo1-PP-M-3 95% FW-Combo1-PL-F-2 95% FW-Combo1 FW-Combo1 FW-Combo1 PL PP PL-F-2 PP-M-3 PLxPP PL-F-2xPP-M-3
FW-Combo1-168 FW-Combo1-PL-M-1 95% FW-Combo1-PL-F-2 95% FW-Combo1 FW-Combo1 FW-Combo1 PL PL PL-F-2 PL-M-1 PLxPL PL-F-2xPL-M-1
FW-Combo1-169 FW-Combo1-PP-M-3 95% FW-Combo1-PL-F-2 95% FW-Combo1 FW-Combo1 FW-Combo1 PL PP PL-F-2 PP-M-3 PLxPP PL-F-2xPP-M-3
FW-Combo1-170 FW-Combo1-PL-M-6 95% FW-Combo1-PL-F-5 95% FW-Combo1 FW-Combo1 FW-Combo1 PL PL PL-F-5 PL-M-6 PLxPL PL-F-5xPL-M-6
FW-Combo1-171 FW-Combo1-PP-M-3 95% FW-Combo1-PL-F-2 95% FW-Combo1 FW-Combo1 FW-Combo1 PL PP PL-F-2 PP-M-3 PLxPP PL-F-2xPP-M-3
FW-Combo1-172 FW-Combo1-PL-M-2 95% FW-Combo1-PL-F-5 95% FW-Combo1 FW-Combo1 FW-Combo1 PL PL PL-F-5 PL-M-2 PLxPL PL-F-5xPL-M-2
FW-Combo1-173 FW-Combo1-PL-M-6 95% FW-Combo1-PL-F-3 95% FW-Combo1 FW-Combo1 FW-Combo1 PL PL PL-F-3 PL-M-6 PLxPL PL-F-3xPL-M-6
FW-Combo1-174 FW-Combo1-PP-M-4 95% FW-Combo1-PL-F-5 95% FW-Combo1 FW-Combo1 FW-Combo1 PL PP PL-F-5 PP-M-4 PLxPP PL-F-5xPP-M-4
FW-Combo1-175 FW-Combo1-PL-M-1 95% FW-Combo1-PL-F-2 95% FW-Combo1 FW-Combo1 FW-Combo1 PL PL PL-F-2 PL-M-1 PLxPL PL-F-2xPL-M-1
FW-Combo1-176 FW-Combo1-PP-M-4 95% FW-Combo1-PL-F-3 95% FW-Combo1 FW-Combo1 FW-Combo1 PL PP PL-F-3 PP-M-4 PLxPP PL-F-3xPP-M-4
FW-Combo1-177 FW-Combo1-PL-M-2 95% FW-Combo1-PL-F-5 95% FW-Combo1 FW-Combo1 FW-Combo1 PL PL PL-F-5 PL-M-2 PLxPL PL-F-5xPL-M-2
FW-Combo1-178 FW-Combo1-PP-M-4 95% FW-Combo1-PL-F-5 95% FW-Combo1 FW-Combo1 FW-Combo1 PL PP PL-F-5 PP-M-4 PLxPP PL-F-5xPP-M-4
FW-Combo1-179 FW-Combo1-PL-M-6 95% FW-Combo1-PL-F-3 95% FW-Combo1 FW-Combo1 FW-Combo1 PL PL PL-F-3 PL-M-6 PLxPL PL-F-3xPL-M-6
FW-Combo1-180 FW-Combo1-PL-M-2 95% FW-Combo1-PL-F-5 95% FW-Combo1 FW-Combo1 FW-Combo1 PL PL PL-F-5 PL-M-2 PLxPL PL-F-5xPL-M-2
FW-Combo1-181 FW-Combo1-PP-M-3 95% FW-Combo1-PL-F-2 95% FW-Combo1 FW-Combo1 FW-Combo1 PL PP PL-F-2 PP-M-3 PLxPP PL-F-2xPP-M-3
FW-Combo1-182 FW-Combo1-PP-M-3 95% FW-Combo1-PL-F-2 95% FW-Combo1 FW-Combo1 FW-Combo1 PL PP PL-F-2 PP-M-3 PLxPP PL-F-2xPP-M-3
FW-Combo1-183 FW-Combo1-PP-M-3 95% FW-Combo1-PL-F-2 95% FW-Combo1 FW-Combo1 FW-Combo1 PL PP PL-F-2 PP-M-3 PLxPP PL-F-2xPP-M-3
FW-Combo1-184 FW-Combo1-PP-M-3 95% FW-Combo1-PL-F-2 95% FW-Combo1 FW-Combo1 FW-Combo1 PL PP PL-F-2 PP-M-3 PLxPP PL-F-2xPP-M-3
FW-Combo1-185 FW-Combo1-PL-M-2 95% FW-Combo1-PL-F-5 95% FW-Combo1 FW-Combo1 FW-Combo1 PL PL PL-F-5 PL-M-2 PLxPL PL-F-5xPL-M-2
FW-Combo1-186 FW-Combo1-PP-M-4 95% FW-Combo1-PP-F-1 95% FW-Combo1 FW-Combo1 FW-Combo1 PP PP PP-F-1 PP-M-4 PPxPP PP-F-1xPP-M-4
FW-Combo1-187 FW-Combo1-PL-M-4 95% FW-Combo1-PL-F-6 95% FW-Combo1 FW-Combo1 FW-Combo1 PL PL PL-F-6 PL-M-4 PLxPL PL-F-6xPL-M-4
FW-Combo1-188 FW-Combo1-PP-M-3 95% FW-Combo1-PL-F-3 95% FW-Combo1 FW-Combo1 FW-Combo1 PL PP PL-F-3 PP-M-3 PLxPP PL-F-3xPP-M-3
FW-Combo1-189 FW-Combo1-PL-M-2 95% FW-Combo1-PL-F-5 95% FW-Combo1 FW-Combo1 FW-Combo1 PL PL PL-F-5 PL-M-2 PLxPL PL-F-5xPL-M-2
FW-Combo1-190 FW-Combo1-PL-M-2 95% FW-Combo1-PL-F-5 95% FW-Combo1 FW-Combo1 FW-Combo1 PL PL PL-F-5 PL-M-2 PLxPL PL-F-5xPL-M-2
FW-Combo1-191 FW-Combo1-PP-M-3 95% FW-Combo1-PL-F-3 95% FW-Combo1 FW-Combo1 FW-Combo1 PL PP PL-F-3 PP-M-3 PLxPP PL-F-3xPP-M-3
FW-Combo1-192 FW-Combo1-PL-M-2 95% FW-Combo1-PL-F-5 95% FW-Combo1 FW-Combo1 FW-Combo1 PL PL PL-F-5 PL-M-2 PLxPL PL-F-5xPL-M-2
FW-Combo1-193 FW-Combo1-PL-M-6 95% FW-Combo1-PP-F-3 95% FW-Combo1 FW-Combo1 FW-Combo1 PP PL PP-F-3 PL-M-6 PPxPL PP-F-3xPL-M-6
FW-Combo1-194 FW-Combo1-PL-M-2 95% FW-Combo1-PL-F-5 95% FW-Combo1 FW-Combo1 FW-Combo1 PL PL PL-F-5 PL-M-2 PLxPL PL-F-5xPL-M-2
FW-Combo1-195 FW-Combo1-PP-M-4 95% FW-Combo1-PP-F-1 95% FW-Combo1 FW-Combo1 FW-Combo1 PP PP PP-F-1 PP-M-4 PPxPP PP-F-1xPP-M-4
FW-Combo2-001 FW-Combo2-PL-M-1 95% FW-Combo2-PP-F-3 95% FW-Combo2 FW-Combo2 FW-Combo2 PP PL PP-F-3 PL-M-1 PPxPL PP-F-3xPL-M-1
FW-Combo2-002 FW-Combo2-PP-M-5 95% FW-Combo2-PL-F-2 95% FW-Combo2 FW-Combo2 FW-Combo2 PL PP PL-F-2 PP-M-5 PLxPP PL-F-2xPP-M-5
FW-Combo2-004 FW-Combo2-PL-M-1 95% FW-Combo2-PL-F-2 95% FW-Combo2 FW-Combo2 FW-Combo2 PL PL PL-F-2 PL-M-1 PLxPL PL-F-2xPL-M-1
FW-Combo2-005 FW-Combo2-PP-M-3 95% FW-Combo2-PP-F-3 95% FW-Combo2 FW-Combo2 FW-Combo2 PP PP PP-F-3 PP-M-3 PPxPP PP-F-3xPP-M-3
FW-Combo2-006 FW-Combo2-PP-M-3 95% FW-Combo2-PL-F-2 95% FW-Combo2 FW-Combo2 FW-Combo2 PL PP PL-F-2 PP-M-3 PLxPP PL-F-2xPP-M-3
FW-Combo2-007 FW-Combo2-PP-M-5 95% FW-Combo2-PL-F-2 95% FW-Combo2 FW-Combo2 FW-Combo2 PL PP PL-F-2 PP-M-5 PLxPP PL-F-2xPP-M-5
FW-Combo2-008 FW-Combo2-PP-M-3 95% FW-Combo2-PP-F-2 95% FW-Combo2 FW-Combo2 FW-Combo2 PP PP PP-F-2 PP-M-3 PPxPP PP-F-2xPP-M-3
FW-Combo2-009 FW-Combo2-PL-M-1 95% FW-Combo2-PP-F-3 95% FW-Combo2 FW-Combo2 FW-Combo2 PP PL PP-F-3 PL-M-1 PPxPL PP-F-3xPL-M-1
FW-Combo2-010 FW-Combo2-PL-M-1 95% FW-Combo2-PL-F-2 95% FW-Combo2 FW-Combo2 FW-Combo2 PL PL PL-F-2 PL-M-1 PLxPL PL-F-2xPL-M-1
FW-Combo2-011 FW-Combo2-PP-M-5 95% FW-Combo2-PP-F-2 95% FW-Combo2 FW-Combo2 FW-Combo2 PP PP PP-F-2 PP-M-5 PPxPP PP-F-2xPP-M-5
FW-Combo2-012 FW-Combo2-PP-M-3 95% FW-Combo2-PP-F-3 95% FW-Combo2 FW-Combo2 FW-Combo2 PP PP PP-F-3 PP-M-3 PPxPP PP-F-3xPP-M-3
FW-Combo2-013 FW-Combo2-PL-M-4 95% FW-Combo2-PL-F-5 95% FW-Combo2 FW-Combo2 FW-Combo2 PL PL PL-F-5 PL-M-4 PLxPL PL-F-5xPL-M-4
FW-Combo2-014 FW-Combo2-PP-M-5 95% FW-Combo2-PL-F-2 95% FW-Combo2 FW-Combo2 FW-Combo2 PL PP PL-F-2 PP-M-5 PLxPP PL-F-2xPP-M-5
FW-Combo2-015 FW-Combo2-PP-M-3 95% FW-Combo2-PL-F-2 95% FW-Combo2 FW-Combo2 FW-Combo2 PL PP PL-F-2 PP-M-3 PLxPP PL-F-2xPP-M-3
FW-Combo2-016 FW-Combo2-PP-M-3 95% FW-Combo2-PP-F-3 95% FW-Combo2 FW-Combo2 FW-Combo2 PP PP PP-F-3 PP-M-3 PPxPP PP-F-3xPP-M-3
FW-Combo2-018 FW-Combo2-PP-M-5 95% FW-Combo2-PL-F-2 95% FW-Combo2 FW-Combo2 FW-Combo2 PL PP PL-F-2 PP-M-5 PLxPP PL-F-2xPP-M-5
FW-Combo2-020 FW-Combo2-PP-M-3 95% FW-Combo2-PL-F-2 95% FW-Combo2 FW-Combo2 FW-Combo2 PL PP PL-F-2 PP-M-3 PLxPP PL-F-2xPP-M-3
FW-Combo2-021 FW-Combo2-PP-M-5 95% FW-Combo2-PP-F-2 95% FW-Combo2 FW-Combo2 FW-Combo2 PP PP PP-F-2 PP-M-5 PPxPP PP-F-2xPP-M-5
FW-Combo2-022 FW-Combo2-PP-M-5 95% FW-Combo2-PL-F-2 95% FW-Combo2 FW-Combo2 FW-Combo2 PL PP PL-F-2 PP-M-5 PLxPP PL-F-2xPP-M-5
FW-Combo2-023 FW-Combo2-PP-M-5 95% FW-Combo2-PL-F-2 95% FW-Combo2 FW-Combo2 FW-Combo2 PL PP PL-F-2 PP-M-5 PLxPP PL-F-2xPP-M-5
FW-Combo2-026 FW-Combo2-PL-M-4 95% FW-Combo2-PP-F-4 95% FW-Combo2 FW-Combo2 FW-Combo2 PP PL PP-F-4 PL-M-4 PPxPL PP-F-4xPL-M-4
FW-Combo2-027 FW-Combo2-PP-M-3 95% FW-Combo2-PL-F-2 95% FW-Combo2 FW-Combo2 FW-Combo2 PL PP PL-F-2 PP-M-3 PLxPP PL-F-2xPP-M-3
FW-Combo2-029 FW-Combo2-PP-M-3 95% FW-Combo2-PL-F-2 95% FW-Combo2 FW-Combo2 FW-Combo2 PL PP PL-F-2 PP-M-3 PLxPP PL-F-2xPP-M-3
FW-Combo2-030 FW-Combo2-PL-M-1 95% FW-Combo2-PL-F-2 95% FW-Combo2 FW-Combo2 FW-Combo2 PL PL PL-F-2 PL-M-1 PLxPL PL-F-2xPL-M-1
FW-Combo2-031 FW-Combo2-PP-M-3 95% FW-Combo2-PL-F-2 95% FW-Combo2 FW-Combo2 FW-Combo2 PL PP PL-F-2 PP-M-3 PLxPP PL-F-2xPP-M-3
FW-Combo2-032 FW-Combo2-PP-M-5 95% FW-Combo2-PL-F-2 95% FW-Combo2 FW-Combo2 FW-Combo2 PL PP PL-F-2 PP-M-5 PLxPP PL-F-2xPP-M-5
FW-Combo2-033 FW-Combo2-PP-M-5 95% FW-Combo2-PL-F-5 95% FW-Combo2 FW-Combo2 FW-Combo2 PL PP PL-F-5 PP-M-5 PLxPP PL-F-5xPP-M-5
FW-Combo2-035 FW-Combo2-PP-M-3 95% FW-Combo2-PP-F-3 95% FW-Combo2 FW-Combo2 FW-Combo2 PP PP PP-F-3 PP-M-3 PPxPP PP-F-3xPP-M-3
FW-Combo2-036 FW-Combo2-PP-M-5 95% FW-Combo2-PL-F-2 95% FW-Combo2 FW-Combo2 FW-Combo2 PL PP PL-F-2 PP-M-5 PLxPP PL-F-2xPP-M-5
FW-Combo2-037 FW-Combo2-PL-M-6 95% FW-Combo2-PP-F-4 95% FW-Combo2 FW-Combo2 FW-Combo2 PP PL PP-F-4 PL-M-6 PPxPL PP-F-4xPL-M-6
FW-Combo2-038 FW-Combo2-PL-M-4 95% FW-Combo2-PL-F-5 95% FW-Combo2 FW-Combo2 FW-Combo2 PL PL PL-F-5 PL-M-4 PLxPL PL-F-5xPL-M-4
FW-Combo2-040 FW-Combo2-PP-M-3 95% FW-Combo2-PP-F-3 95% FW-Combo2 FW-Combo2 FW-Combo2 PP PP PP-F-3 PP-M-3 PPxPP PP-F-3xPP-M-3
FW-Combo2-041 FW-Combo2-PP-M-3 95% FW-Combo2-PL-F-5 95% FW-Combo2 FW-Combo2 FW-Combo2 PL PP PL-F-5 PP-M-3 PLxPP PL-F-5xPP-M-3
FW-Combo2-042 FW-Combo2-PP-M-3 95% FW-Combo2-PP-F-3 95% FW-Combo2 FW-Combo2 FW-Combo2 PP PP PP-F-3 PP-M-3 PPxPP PP-F-3xPP-M-3
FW-Combo2-043 FW-Combo2-PP-M-5 95% FW-Combo2-PL-F-2 95% FW-Combo2 FW-Combo2 FW-Combo2 PL PP PL-F-2 PP-M-5 PLxPP PL-F-2xPP-M-5
FW-Combo2-044 FW-Combo2-PL-M-4 95% FW-Combo2-PL-F-5 95% FW-Combo2 FW-Combo2 FW-Combo2 PL PL PL-F-5 PL-M-4 PLxPL PL-F-5xPL-M-4
FW-Combo2-045 FW-Combo2-PL-M-4 95% FW-Combo2-PP-F-4 95% FW-Combo2 FW-Combo2 FW-Combo2 PP PL PP-F-4 PL-M-4 PPxPL PP-F-4xPL-M-4
FW-Combo2-046 FW-Combo2-PP-M-5 95% FW-Combo2-PL-F-2 95% FW-Combo2 FW-Combo2 FW-Combo2 PL PP PL-F-2 PP-M-5 PLxPP PL-F-2xPP-M-5
FW-Combo2-047 FW-Combo2-PP-M-3 95% FW-Combo2-PP-F-3 95% FW-Combo2 FW-Combo2 FW-Combo2 PP PP PP-F-3 PP-M-3 PPxPP PP-F-3xPP-M-3
FW-Combo2-048 FW-Combo2-PP-M-5 95% FW-Combo2-PL-F-2 95% FW-Combo2 FW-Combo2 FW-Combo2 PL PP PL-F-2 PP-M-5 PLxPP PL-F-2xPP-M-5
FW-Combo2-049 FW-Combo2-PP-M-3 95% FW-Combo2-PL-F-2 95% FW-Combo2 FW-Combo2 FW-Combo2 PL PP PL-F-2 PP-M-3 PLxPP PL-F-2xPP-M-3
FW-Combo2-050 FW-Combo2-PL-M-4 95% FW-Combo2-PP-F-4 95% FW-Combo2 FW-Combo2 FW-Combo2 PP PL PP-F-4 PL-M-4 PPxPL PP-F-4xPL-M-4
FW-Combo2-051 FW-Combo2-PL-M-4 95% FW-Combo2-PL-F-5 95% FW-Combo2 FW-Combo2 FW-Combo2 PL PL PL-F-5 PL-M-4 PLxPL PL-F-5xPL-M-4
FW-Combo2-052 FW-Combo2-PP-M-3 95% FW-Combo2-PP-F-2 95% FW-Combo2 FW-Combo2 FW-Combo2 PP PP PP-F-2 PP-M-3 PPxPP PP-F-2xPP-M-3
FW-Combo2-053 FW-Combo2-PP-M-5 95% FW-Combo2-PL-F-2 95% FW-Combo2 FW-Combo2 FW-Combo2 PL PP PL-F-2 PP-M-5 PLxPP PL-F-2xPP-M-5
FW-Combo2-055 FW-Combo2-PP-M-3 95% FW-Combo2-PP-F-2 95% FW-Combo2 FW-Combo2 FW-Combo2 PP PP PP-F-2 PP-M-3 PPxPP PP-F-2xPP-M-3
FW-Combo2-056 FW-Combo2-PP-M-5 95% FW-Combo2-PL-F-5 95% FW-Combo2 FW-Combo2 FW-Combo2 PL PP PL-F-5 PP-M-5 PLxPP PL-F-5xPP-M-5
FW-Combo2-057 FW-Combo2-PL-M-4 95% FW-Combo2-PL-F-5 95% FW-Combo2 FW-Combo2 FW-Combo2 PL PL PL-F-5 PL-M-4 PLxPL PL-F-5xPL-M-4
FW-Combo2-058 FW-Combo2-PP-M-3 95% FW-Combo2-PL-F-5 95% FW-Combo2 FW-Combo2 FW-Combo2 PL PP PL-F-5 PP-M-3 PLxPP PL-F-5xPP-M-3
FW-Combo2-059 FW-Combo2-PP-M-3 95% FW-Combo2-PL-F-5 95% FW-Combo2 FW-Combo2 FW-Combo2 PL PP PL-F-5 PP-M-3 PLxPP PL-F-5xPP-M-3
FW-Combo2-061 FW-Combo2-PP-M-3 95% FW-Combo2-PL-F-5 95% FW-Combo2 FW-Combo2 FW-Combo2 PL PP PL-F-5 PP-M-3 PLxPP PL-F-5xPP-M-3
FW-Combo2-063 FW-Combo2-PL-M-4 95% FW-Combo2-PP-F-4 95% FW-Combo2 FW-Combo2 FW-Combo2 PP PL PP-F-4 PL-M-4 PPxPL PP-F-4xPL-M-4
FW-Combo2-064 FW-Combo2-PP-M-3 95% FW-Combo2-PP-F-3 95% FW-Combo2 FW-Combo2 FW-Combo2 PP PP PP-F-3 PP-M-3 PPxPP PP-F-3xPP-M-3
FW-Combo2-067 FW-Combo2-PP-M-3 95% FW-Combo2-PL-F-5 95% FW-Combo2 FW-Combo2 FW-Combo2 PL PP PL-F-5 PP-M-3 PLxPP PL-F-5xPP-M-3
FW-Combo2-068 FW-Combo2-PP-M-3 95% FW-Combo2-PP-F-3 95% FW-Combo2 FW-Combo2 FW-Combo2 PP PP PP-F-3 PP-M-3 PPxPP PP-F-3xPP-M-3
FW-Combo2-069 FW-Combo2-PP-M-3 95% FW-Combo2-PL-F-5 95% FW-Combo2 FW-Combo2 FW-Combo2 PL PP PL-F-5 PP-M-3 PLxPP PL-F-5xPP-M-3
FW-Combo2-070 FW-Combo2-PP-M-5 95% FW-Combo2-PL-F-2 95% FW-Combo2 FW-Combo2 FW-Combo2 PL PP PL-F-2 PP-M-5 PLxPP PL-F-2xPP-M-5
FW-Combo2-071 FW-Combo2-PP-M-3 95% FW-Combo2-PL-F-2 95% FW-Combo2 FW-Combo2 FW-Combo2 PL PP PL-F-2 PP-M-3 PLxPP PL-F-2xPP-M-3
FW-Combo2-072 FW-Combo2-PL-M-4 95% FW-Combo2-PP-F-4 95% FW-Combo2 FW-Combo2 FW-Combo2 PP PL PP-F-4 PL-M-4 PPxPL PP-F-4xPL-M-4
FW-Combo2-073 FW-Combo2-PP-M-3 95% FW-Combo2-PL-F-2 95% FW-Combo2 FW-Combo2 FW-Combo2 PL PP PL-F-2 PP-M-3 PLxPP PL-F-2xPP-M-3
FW-Combo2-074 FW-Combo2-PP-M-3 95% FW-Combo2-PL-F-2 95% FW-Combo2 FW-Combo2 FW-Combo2 PL PP PL-F-2 PP-M-3 PLxPP PL-F-2xPP-M-3
FW-Combo2-075 FW-Combo2-PP-M-5 95% FW-Combo2-PL-F-2 95% FW-Combo2 FW-Combo2 FW-Combo2 PL PP PL-F-2 PP-M-5 PLxPP PL-F-2xPP-M-5
FW-Combo2-076 FW-Combo2-PP-M-5 95% FW-Combo2-PL-F-2 95% FW-Combo2 FW-Combo2 FW-Combo2 PL PP PL-F-2 PP-M-5 PLxPP PL-F-2xPP-M-5
FW-Combo2-077 FW-Combo2-PP-M-3 95% FW-Combo2-PL-F-2 95% FW-Combo2 FW-Combo2 FW-Combo2 PL PP PL-F-2 PP-M-3 PLxPP PL-F-2xPP-M-3
FW-Combo2-078 FW-Combo2-PP-M-3 95% FW-Combo2-PL-F-2 95% FW-Combo2 FW-Combo2 FW-Combo2 PL PP PL-F-2 PP-M-3 PLxPP PL-F-2xPP-M-3
FW-Combo2-079 FW-Combo2-PP-M-3 95% FW-Combo2-PL-F-2 95% FW-Combo2 FW-Combo2 FW-Combo2 PL PP PL-F-2 PP-M-3 PLxPP PL-F-2xPP-M-3
FW-Combo2-080 FW-Combo2-PP-M-3 95% FW-Combo2-PL-F-5 95% FW-Combo2 FW-Combo2 FW-Combo2 PL PP PL-F-5 PP-M-3 PLxPP PL-F-5xPP-M-3
FW-Combo2-081 FW-Combo2-PP-M-5 95% FW-Combo2-PL-F-2 95% FW-Combo2 FW-Combo2 FW-Combo2 PL PP PL-F-2 PP-M-5 PLxPP PL-F-2xPP-M-5
